1000;1392240239870
2000;1392240241144
3000;1392240242259
4000;1392240243306
5000;1392240244327
6000;1392240245227
7000;1392240246261
8000;1392240247142
9000;1392240248030
10000;1392240248942
11000;1392240249770
12000;1392240250575
13000;1392240251362
14000;1392240252140
15000;1392240253088
16000;1392240254020
17000;1392240254956
18000;1392240256045
19000;1392240257028
20000;1392240258491
21000;1392240260396
22000;1392240262646
23000;1392240264351
24000;1392240266039
25000;1392240267418
26000;1392240268870
27000;1392240270215
28000;1392240271502
29000;1392240272480
30000;1392240273510
31000;1392240274390
32000;1392240278655
33000;1392240279598
34000;1392240280539
35000;1392240281511
36000;1392240282471
37000;1392240283389
38000;1392240284277
39000;1392240285201
40000;1392240286160
41000;1392240287155
42000;1392240288145
43000;1392240289105
44000;1392240290989
45000;1392240292448
46000;1392240293749
47000;1392240294769
48000;1392240295608
49000;1392240296566
50000;1392240297609
51000;1392240298627
52000;1392240299664
53000;1392240300779
54000;1392240301911
55000;1392240302668
56000;1392240303588
57000;1392240304441
58000;1392240306371
59000;1392240307288
60000;1392240308060
61000;1392240308895
62000;1392240309656
63000;1392240310481
64000;1392240311217
65000;1392240312064
66000;1392240312993
67000;1392240314061
68000;1392240315285
69000;1392240316576
70000;1392240318481
71000;1392240320322
72000;1392240321845
73000;1392240323573
74000;1392240325025
75000;1392240326302
76000;1392240327707
77000;1392240328932
78000;1392240329865
79000;1392240330634
80000;1392240331497
81000;1392240332395
82000;1392240333197
83000;1392240334173
84000;1392240335176
85000;1392240338159
86000;1392240339502
87000;1392240340987
88000;1392240342228
89000;1392240343522
90000;1392240345242
91000;1392240346463
92000;1392240347568
93000;1392240348790
94000;1392240349614
95000;1392240350472
96000;1392240351575
97000;1392240352375
98000;1392240353282
99000;1392240354216
100000;1392240355126
101000;1392240355963
102000;1392240357058
103000;1392240357819
104000;1392240358575
105000;1392240359334
106000;1392240360241
107000;1392240360984
108000;1392240361841
109000;1392240362737
110000;1392240363583
111000;1392240364507
112000;1392240365729
113000;1392240369374
114000;1392240370506
115000;1392240372148
116000;1392240373435
117000;1392240374563
118000;1392240375423
119000;1392240376416
120000;1392240377359
121000;1392240378474
122000;1392240379313
123000;1392240380207
124000;1392240381092
125000;1392240381982
126000;1392240382726
127000;1392240383438
128000;1392240384412
129000;1392240385143
130000;1392240385873
131000;1392240386932
132000;1392240388025
133000;1392240388864
134000;1392240389891
135000;1392240390821
136000;1392240391963
137000;1392240393038
138000;1392240394006
139000;1392240394915
140000;1392240395650
141000;1392240396720
142000;1392240398955
143000;1392240400040
144000;1392240401019
145000;1392240401832
146000;1392240402557
147000;1392240403524
148000;1392240404701
149000;1392240405563
150000;1392240406909
151000;1392240407644
152000;1392240408542
153000;1392240409287
154000;1392240410168
155000;1392240410892
156000;1392240411658
157000;1392240412689
158000;1392240413720
159000;1392240414480
160000;1392240415245
161000;1392240416116
162000;1392240416879
163000;1392240417849
164000;1392240418716
165000;1392240419455
166000;1392240420199
167000;1392240421071
168000;1392240422025
169000;1392240422763
170000;1392240423622
171000;1392240424362
172000;1392240426196
173000;1392240427123
174000;1392240427879
175000;1392240428813
176000;1392240429675
177000;1392240430725
178000;1392240431606
179000;1392240432470
180000;1392240433196
181000;1392240434048
182000;1392240434980
183000;1392240435715
184000;1392240436744
185000;1392240437526
186000;1392240438422
187000;1392240439275
188000;1392240440030
189000;1392240440877
190000;1392240441817
191000;1392240442593
192000;1392240443466
193000;1392240444216
194000;1392240445253
195000;1392240446008
196000;1392240446764
197000;1392240447617
198000;1392240448520
199000;1392240449248
200000;1392240450087
201000;1392240452017
202000;1392240452884
203000;1392240453856
204000;1392240454712
205000;1392240455622
206000;1392240456495
207000;1392240457451
208000;1392240458262
209000;1392240458996
210000;1392240459755
211000;1392240460621
212000;1392240461386
213000;1392240462208
214000;1392240463151
215000;1392240463989
216000;1392240464925
217000;1392240465646
218000;1392240466379
219000;1392240467411
220000;1392240468141
221000;1392240468961
222000;1392240469804
223000;1392240470533
224000;1392240471380
225000;1392240472104
226000;1392240473044
227000;1392240473756
228000;1392240474579
229000;1392240475299
230000;1392240476180
231000;1392240476883
232000;1392240478759
233000;1392240479696
234000;1392240480883
235000;1392240481899
236000;1392240482796
237000;1392240483902
238000;1392240484765
239000;1392240485637
240000;1392240486523
241000;1392240487777
242000;1392240489050
243000;1392240490159
244000;1392240491102
245000;1392240492048
246000;1392240492786
247000;1392240493560
248000;1392240494397
249000;1392240495340
250000;1392240496072
251000;1392240497066
252000;1392240497783
253000;1392240498578
254000;1392240499405
255000;1392240500136
256000;1392240500866
257000;1392240501757
258000;1392240502696
259000;1392240503503
260000;1392240504230
261000;1392240504953
262000;1392240505985
263000;1392240506742
264000;1392240507576
265000;1392240508319
266000;1392240510384
267000;1392240511282
268000;1392240512041
269000;1392240512859
270000;1392240513596
271000;1392240514402
272000;1392240515416
273000;1392240516217
274000;1392240516921
275000;1392240517711
276000;1392240518423
277000;1392240519349
278000;1392240520212
279000;1392240521005
280000;1392240521731
281000;1392240522533
282000;1392240523374
283000;1392240524167
284000;1392240524878
285000;1392240525726
286000;1392240526475
287000;1392240527495
288000;1392240528209
289000;1392240529010
290000;1392240529731
291000;1392240530458
292000;1392240531439
293000;1392240532163
294000;1392240533041
295000;1392240533759
296000;1392240534706
297000;1392240535460
298000;1392240536184
299000;1392240538024
300000;1392240538772
301000;1392240539621
302000;1392240540598
303000;1392240541470
304000;1392240542420
305000;1392240543212
306000;1392240543921
307000;1392240544641
308000;1392240545369
309000;1392240546419
310000;1392240547127
311000;1392240547847
312000;1392240548697
313000;1392240549403
314000;1392240550290
315000;1392240551148
316000;1392240551873
317000;1392240552599
318000;1392240553309
319000;1392240554198
320000;1392240555124
321000;1392240555917
322000;1392240556639
323000;1392240557480
324000;1392240558479
325000;1392240559195
326000;1392240559909
327000;1392240560753
328000;1392240561486
329000;1392240562281
330000;1392240564155
331000;1392240564884
332000;1392240565689
333000;1392240566434
334000;1392240567260
335000;1392240568179
336000;1392240568905
337000;1392240569771
338000;1392240570509
339000;1392240571364
340000;1392240572090
341000;1392240573008
342000;1392240573845
343000;1392240574584
344000;1392240575378
345000;1392240576131
346000;1392240577188
347000;1392240577928
348000;1392240578769
349000;1392240579489
350000;1392240580290
351000;1392240581121
352000;1392240581932
353000;1392240582762
354000;1392240583765
