355000;1392240584513
356000;1392240585342
357000;1392240586353
358000;1392240587180
359000;1392240588198
360000;1392240589513
361000;1392240590892
362000;1392240592697
363000;1392240593901
364000;1392240597061
365000;1392240598336
366000;1392240599354
367000;1392240600398
368000;1392240601267
369000;1392240602162
370000;1392240602944
371000;1392240603939
372000;1392240604661
373000;1392240605508
374000;1392240606387
375000;1392240607107
376000;1392240607925
377000;1392240608631
378000;1392240609550
379000;1392240610315
380000;1392240611024
381000;1392240611968
382000;1392240612686
383000;1392240613447
384000;1392240614155
385000;1392240615074
386000;1392240615779
387000;1392240616553
388000;1392240617466
389000;1392240618263
390000;1392240619019
391000;1392240619861
392000;1392240620578
393000;1392240621365
394000;1392240622270
395000;1392240622982
396000;1392240623822
397000;1392240624587
398000;1392240625341
399000;1392240627100
400000;1392240627812
401000;1392240628676
402000;1392240629394
403000;1392240630175
404000;1392240631005
405000;1392240631758
